ID_Composicao;Nome_Composicao;Grupo_Rosca;Percentual_Rosca;Cod_Material;Descricao_Material;Qtd_Original_Na_Rosca;Qtd_Corrigida_No_Filme;Unidade
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA B;50.0;507180;PELBD METALOCENICO PROXEES 2606;80.0;40.0;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA B;50.0;503271;PEAD HE-150 PL14;10.0;5.0;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;10.0;5.0;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;50.0;12.5;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA C;25.0;509861;PELBD HEXENO HF2208S3;25.0;6.25;KG
433;COEX FORMULA ENFARDADEIRA ESP ATE 55 MICRONS (ATUALIZADA/CUSTO 2022);ROSCA C;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
435;COEX FORMULA SERRARIA CARAIBA;ROSCA A;25.0;500008;PEBD REC. CONVENCIONAL;100.0;25.0;KG
435;COEX FORMULA SERRARIA CARAIBA;ROSCA B;50.0;500190;PEBD REC. INDUSTRIAL;30.0;15.0;KG
435;COEX FORMULA SERRARIA CARAIBA;ROSCA B;50.0;505426;PEBD REC. SACARIA;20.0;10.0;KG
435;COEX FORMULA SERRARIA CARAIBA;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;50.0;25.0;KG
435;COEX FORMULA SERRARIA CARAIBA;ROSCA C;25.0;500008;PEBD REC. CONVENCIONAL;100.0;25.0;KG
444;MONO FORMULA PIG. AZUL FILME PREMIX C/ANTIETATICO;MONO;100.0;500207;ADIT. ANTI-ESTATICO;2.0;2.0;KG
444;MONO FORMULA PIG. AZUL FILME PREMIX C/ANTIETATICO;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;74.0;74.0;KG
444;MONO FORMULA PIG. AZUL FILME PREMIX C/ANTIETATICO;MONO;100.0;502311;PEBD CONVENCIONAL EB 853;20.0;20.0;KG
444;MONO FORMULA PIG. AZUL FILME PREMIX C/ANTIETATICO;MONO;100.0;500021;PIG. AZUL TRANSLUCIDO;4.0;4.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA A;25.0;508116;ADIT. ANTI-BLOQUEIO 5009;1.0;0.25;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA A;25.0;500207;ADIT. ANTI-ESTATICO;2.0;0.5;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;62.0;31.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;10.0;5.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;20.0;10.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA B;50.0;500021;PIG. AZUL TRANSLUCIDO;8.0;4.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;76.0;19.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
474;COEX FORMULA DE HEUS AZUL TRANSLUCIDO;ROSCA C;25.0;500207;ADIT. ANTI-ESTATICO;2.0;0.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA A;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA A;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;6.25;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA A;25.0;502452;PEBD INDUSTRIAL TX8079;10.0;2.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA A;25.0;509861;PELBD HEXENO HF2208S3;50.0;12.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA B;50.0;502452;PEBD INDUSTRIAL TX8079;20.0;10.0;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA B;50.0;515986;PELBD HF2007;55.0;27.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA B;50.0;503271;PEAD HE-150 PL14;25.0;12.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA C;25.0;503271;PEAD HE-150 PL14;15.0;3.75;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA C;25.0;509861;PELBD HEXENO HF2208S3;50.0;12.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA C;25.0;502452;PEBD INDUSTRIAL TX8079;10.0;2.5;KG
489;COEX FORMULA ENFARDADEIRA DICKOW (JAN/26);ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;25.0;6.25;KG
492;FORMULA MOREFLEX AZUL;MONO;100.0;501347;PEBD REC. AZUL CLARO BORRACHAS OUTROS;30.0;30.0;KG
492;FORMULA MOREFLEX AZUL;MONO;100.0;500197;PIG. AZUL CLARO CAMEL BACK VIPAL;4.0;4.0;KG
492;FORMULA MOREFLEX AZUL;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;24.0;24.0;KG
492;FORMULA MOREFLEX AZUL;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;42.0;42.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA A;25.0;508116;ADIT. ANTI-BLOQUEIO 5009;1.0;0.25;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA A;25.0;500207;ADIT. ANTI-ESTATICO;2.0;0.5;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;35.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;10.0;5.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;20.0;10.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;76.0;19.0;KG
506;COEX FORMULA DE HEUS TRANSPARENTE FILME;ROSCA C;25.0;500207;ADIT. ANTI-ESTATICO;2.0;0.5;KG
512;MONO FORMULA CAPA PALETE HAAS (12/2025);MONO;100.0;505426;PEBD REC. SACARIA;17.0;17.0;KG
512;MONO FORMULA CAPA PALETE HAAS (12/2025);MONO;100.0;506148;PEBD REC. PE IMPRESSO;57.0;57.0;KG
512;MONO FORMULA CAPA PALETE HAAS (12/2025);MONO;100.0;501968;PEBD REC. VARREDURA;11.0;11.0;KG
512;MONO FORMULA CAPA PALETE HAAS (12/2025);MONO;100.0;504037;PIG. BRANCO PADRAO;11.0;11.0;KG
512;MONO FORMULA CAPA PALETE HAAS (12/2025);MONO;100.0;508385;ADIT. MBPEBD ANTI-UV (6);4.0;4.0;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;80.0;20.0;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;10.0;5.0;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;37.5;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;15.0;7.5;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
1;COEX FORMULA MISTURA RICA ATE 60 MICRAS;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;80.0;20.0;KG
10;COEX FORMULA GOFRADO TRANSPARENTE COM RECUPERADO;ROSCA A;20.0;505579;PEBD INDUSTRIAL TX7001;100.0;20.0;KG
10;COEX FORMULA GOFRADO TRANSPARENTE COM RECUPERADO;ROSCA B;60.0;505579;PEBD INDUSTRIAL TX7001;80.0;48.0;KG
10;COEX FORMULA GOFRADO TRANSPARENTE COM RECUPERADO;ROSCA B;60.0;500190;PEBD REC. INDUSTRIAL;20.0;12.0;KG
10;COEX FORMULA GOFRADO TRANSPARENTE COM RECUPERADO;ROSCA C;20.0;505579;PEBD INDUSTRIAL TX7001;100.0;20.0;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;69.0;17.25;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA B;50.0;500001;PELBD METALOCENICO PROXESS 1806 S3;63.0;31.5;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;25.0;12.5;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;6.0;3.0;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;6.0;3.0;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA C;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;69.0;17.25;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
100;COEX FORMULA PIG. BRANCO 6%;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA A;30.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.6;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA A;30.0;500001;PELBD METALOCENICO PROXESS 1806 S3;69.0;20.7;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA A;30.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;6.0;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA A;30.0;504037;PIG. BRANCO PADRAO;7.0;2.1;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA A;30.0;500207;ADIT. ANTI-ESTATICO;2.0;0.6;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA B;50.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;38.0;19.0;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;35.0;17.5;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA B;50.0;503271;PEAD HE-150 PL14;20.0;10.0;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;7.0;3.5;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA C;20.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;66.0;13.2;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA C;20.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.4;KG
103;COEX FORMULA PIG. BRANCO RAÇÃO C/ANTI-ESTÁTICO;ROSCA C;20.0;504037;PIG. BRANCO PADRAO;7.0;1.4;KG
108;FORMULA AZUL CELESTE VIPAL TUBULAR;MONO;100.0;501347;PEBD REC. AZUL CLARO BORRACHAS OUTROS;48.0;48.0;KG
108;FORMULA AZUL CELESTE VIPAL TUBULAR;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;48.0;48.0;KG
108;FORMULA AZUL CELESTE VIPAL TUBULAR;MONO;100.0;500197;PIG. AZUL CLARO CAMEL BACK VIPAL;4.0;4.0;KG
112;MONO FORMULA TRANSPARENTE GELADINHO;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;70.0;KG
112;MONO FORMULA TRANSPARENTE GELADINHO;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;15.0;15.0;KG
112;MONO FORMULA TRANSPARENTE GELADINHO;MONO;100.0;503271;PEAD HE-150 PL14;15.0;15.0;KG
118;MONO FORMULA FARINHA;MONO;100.0;503271;PEAD HE-150 PL14;10.0;10.0;KG
118;MONO FORMULA FARINHA;MONO;100.0;500204;ADIT. DESLIZANTE;2.0;2.0;KG
118;MONO FORMULA FARINHA;MONO;100.0;516900;PELBD EXCEED 1018 RK - Exceed m 1018.RK;62.0;62.0;KG
118;MONO FORMULA FARINHA;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;20.0;KG
118;MONO FORMULA FARINHA;MONO;100.0;500008;PEBD REC. CONVENCIONAL;5.0;5.0;KG
118;MONO FORMULA FARINHA;MONO;100.0;500207;ADIT. ANTI-ESTATICO;1.0;1.0;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA A;25.0;506154;PELBD FLEXUS 9211;55.0;13.75;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA A;25.0;509861;PELBD HEXENO HF2208S3;25.0;6.25;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA A;25.0;503807;PIG. BRANCO 11748-BX / DT70;8.0;2.0;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;10.0;2.5;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA B;50.0;509861;PELBD HEXENO HF2208S3;45.0;22.5;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;25.0;12.5;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA B;50.0;503807;PIG. BRANCO 11748-BX / DT70;10.0;5.0;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA B;50.0;503271;PEAD HE-150 PL14;20.0;10.0;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA C;25.0;506154;PELBD FLEXUS 9211;53.0;13.25;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
12;COEX FORMULA BISNAGA REQUEIJÃO/MAIONESE;ROSCA C;25.0;509861;PELBD HEXENO HF2208S3;20.0;5.0;KG
121;MONO FORMULA GOFRADO AZUL ESCURO VIPAL;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;96.0;96.0;KG
121;MONO FORMULA GOFRADO AZUL ESCURO VIPAL;MONO;100.0;510992;PIG. AZUL ESCURO CAMEL BACK VIPAL;4.0;4.0;KG
122;MONO FORMULA GOFRADO AZUL CELESTE (07/25);MONO;100.0;505579;PEBD INDUSTRIAL TX7001;96.0;96.0;KG
122;MONO FORMULA GOFRADO AZUL CELESTE (07/25);MONO;100.0;500197;PIG. AZUL CLARO CAMEL BACK VIPAL;4.0;4.0;KG
129;MONO FORMULA MISTURA RICA ATE 60 MICRAS;MONO;100.0;500001;PELBD METALOCENICO PROXESS 1806 S3;71.0;71.0;KG
129;MONO FORMULA MISTURA RICA ATE 60 MICRAS;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;19.0;19.0;KG
129;MONO FORMULA MISTURA RICA ATE 60 MICRAS;MONO;100.0;500008;PEBD REC. CONVENCIONAL;10.0;10.0;KG
135;FORMULA MOREFLEX VERMELHO (11/25);MONO;100.0;505579;PEBD INDUSTRIAL TX7001;66.0;66.0;KG
135;FORMULA MOREFLEX VERMELHO (11/25);MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;24.0;24.0;KG
135;FORMULA MOREFLEX VERMELHO (11/25);MONO;100.0;515532;PIG. VERMELHO MOREFLEX - 1504135-S;10.0;10.0;KG
139;COEX FORMULA FARDO APARA;ROSCA A;25.0;500008;PEBD REC. CONVENCIONAL;80.0;20.0;KG
139;COEX FORMULA FARDO APARA;ROSCA A;25.0;500043;PEBD REC. BRANCO COMUM;20.0;5.0;KG
139;COEX FORMULA FARDO APARA;ROSCA B;50.0;500008;PEBD REC. CONVENCIONAL;80.0;40.0;KG
139;COEX FORMULA FARDO APARA;ROSCA B;50.0;500043;PEBD REC. BRANCO COMUM;20.0;10.0;KG
139;COEX FORMULA FARDO APARA;ROSCA C;25.0;500008;PEBD REC. CONVENCIONAL;80.0;20.0;KG
139;COEX FORMULA FARDO APARA;ROSCA C;25.0;500043;PEBD REC. BRANCO COMUM;20.0;5.0;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;72.0;18.0;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA A;25.0;505274;PIG. PRATA - 921051-M;6.0;1.5;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA B;50.0;503757;PELBD BUTENO LF 720/20;43.0;21.5;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA B;50.0;503271;PEAD HE-150 PL14;20.0;10.0;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;7.0;3.5;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;30.0;15.0;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA C;25.0;503757;PELBD BUTENO LF 720/20;71.0;17.75;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;5.0;KG
140;COEX FORMULA RACAO PIG. BRANCO/PRATA ATE 100 MICRAS;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;7.0;1.75;KG
142;MONO FORMULA TRANSP AP/BSORVENTES;MONO;100.0;502516;PEBD CONVENCIONAL EB 853/72;20.0;20.0;KG
142;MONO FORMULA TRANSP AP/BSORVENTES;MONO;100.0;503271;PEAD HE-150 PL14;10.0;10.0;KG
142;MONO FORMULA TRANSP AP/BSORVENTES;MONO;100.0;504349;PELBD BUTENO LF 720/21  C/ DESLIZANTE;70.0;70.0;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA A;25.0;503037;ADIT. AUXILIAR DE FLUXO;1.0;0.25;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;70.0;17.5;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;23.0;5.75;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA B;50.0;503271;PEAD HE-150 PL14;20.0;10.0;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;74.0;37.0;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;6.0;3.0;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA C;25.0;503037;ADIT. AUXILIAR DE FLUXO;2.0;0.5;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA C;25.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;70.0;17.5;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;22.0;5.5;KG
143;COEX FORMULA PIG. BRANCO SCS RACAO LAMINA P/PET;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
144;FORMULA MOREFLEX BRANCO;MONO;100.0;505579;PEBD INDUSTRIAL TX7001;70.0;70.0;KG
144;FORMULA MOREFLEX BRANCO;MONO;100.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;24.0;24.0;KG
144;FORMULA MOREFLEX BRANCO;MONO;100.0;500044;PIG. BRANCO CAMEL BACK;6.0;6.0;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;19.0;4.75;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA A;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA B;50.0;504351;PEBD TS-9022;29.0;14.5;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA B;50.0;505579;PEBD INDUSTRIAL TX7001;15.0;7.5;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA B;50.0;503271;PEAD HE-150 PL14;50.0;25.0;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA B;50.0;504037;PIG. BRANCO PADRAO;6.0;3.0;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA C;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA C;25.0;504351;PEBD TS-9022;69.0;17.25;KG
146;COEX FORMULA QUEBRADIÇA / FRAGIL PIG. BRANCO;ROSCA C;25.0;504037;PIG. BRANCO PADRAO;6.0;1.5;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA A;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA A;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;15.0;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA B;60.0;500001;PELBD METALOCENICO PROXESS 1806 S3;66.0;39.6;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA B;60.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;15.0;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA B;60.0;500008;PEBD REC. CONVENCIONAL;8.0;4.8;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA B;60.0;500021;PIG. AZUL TRANSLUCIDO;1.0;0.6;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA C;20.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;15.0;KG
147;COEX FORMULA AZUL ITALIA 1%;ROSCA C;20.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;5.0;KG
153;COEX FORMULA TRANSP LAMINA RAÇÃO ESPESSURA ACIMA DE 88 MICRAS;ROSCA A;25.0;500001;PELBD METALOCENICO PROXESS 1806 S3;75.0;18.75;KG
153;COEX FORMULA TRANSP LAMINA RAÇÃO ESPESSURA ACIMA DE 88 MICRAS;ROSCA A;25.0;502516;PEBD CONVENCIONAL EB 853/72;25.0;6.25;KG
153;COEX FORMULA TRANSP LAMINA RAÇÃO ESPESSURA ACIMA DE 88 MICRAS;ROSCA B;60.0;509688;PELBD METALOCENICO PROXESS 1809 PL14;40.0;24.0;KG
